Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
39,male,2,own,quite rich,no_account,2299,36,radio/TV,good
35,female,2,own,little,little,2439,24,radio/TV,bad
32,male,2,own,quite rich,no_account,2978,6,furniture/equipment,good
29,female,1,rent,quite rich,no_account,1123,12,furniture/equipment,bad
55,male,2,own,little,little,6872,24,furniture/equipment,bad
34,female,2,own,little,no_account,1493,12,radio/TV,good
56,female,2,own,little,no_account,1538,6,education,good
60,female,3,free,moderate,moderate,14782,60,vacation/others,bad
41,male,2,rent,little,no_account,1503,12,car,good
44,male,2,own,moderate,moderate,1804,12,car,good
36,male,2,own,little,moderate,884,18,car,bad
24,male,2,own,quite rich,no_account,2080,6,car,good
26,male,2,rent,moderate,no_account,3577,9,car,good
23,male,2,rent,rich,no_account,3368,15,car,good
25,female,2,own,little,no_account,2238,18,radio/TV,good
45,male,3,own,no_account,no_account,3527,12,car,good
40,male,3,rent,little,rich,1905,15,education,good
28,male,2,own,quite rich,rich,939,12,car,bad
34,male,1,own,moderate,no_account,1569,15,radio/TV,good
74,male,3,own,little,no_account,4526,24,business,good
35,male,2,own,little,little,691,12,car,bad
32,male,3,free,little,no_account,4686,36,car,good
29,male,1,own,no_account,moderate,2333,24,furniture/equipment,good
26,male,2,own,little,little,8229,36,car,bad
53,female,3,own,no_account,no_account,7485,30,car,bad
41,male,1,rent,moderate,no_account,1469,24,car,good
26,male,1,own,no_account,no_account,783,6,car,good
26,male,2,own,little,rich,1330,12,car,good
25,female,1,own,little,moderate,1355,24,car,bad
35,female,2,own,little,no_account,1291,12,radio/TV,good
58,female,1,own,little,little,385,12,radio/TV,good
30,female,3,own,little,moderate,5096,48,furniture/equipment,bad
36,male,2,own,little,moderate,3915,27,business,bad
43,male,3,own,little,little,15857,36,vacation/others,good
36,male,2,free,no_account,moderate,2760,24,car,good
23,female,3,rent,little,moderate,11560,24,car,bad
26,male,2,own,little,rich,1925,24,furniture/equipment,good
23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad
47,male,2,free,little,no_account,5103,24,radio/TV,good
63,male,2,own,no_account,no_account,7596,30,car,good
37,male,2,free,no_account,no_account,2279,12,radio/TV,good
28,male,1,rent,little,moderate,6260,18,car,good
37,female,2,own,little,no_account,2022,24,car,good
36,male,2,own,quite rich,rich,2360,15,car,good
34,male,3,own,little,moderate,1860,12,car,good
26,male,2,own,no_account,no_account,2069,10,furniture/equipment,good
42,female,3,free,little,moderate,8318,27,business,bad
38,female,3,free,little,moderate,12976,18,car,bad
42,female,2,rent,rich,rich,409,12,radio/TV,good
47,male,2,free,little,no_account,1984,18,furniture/equipment,good
39,male,3,own,little,no_account,1884,12,car,good
30,male,3,own,little,little,3959,36,furniture/equipment,good
57,female,1,own,quite rich,rich,1258,24,radio/TV,good
37,male,2,free,no_account,moderate,12389,36,car,bad
23,male,2,own,little,rich,3913,36,radio/TV,good
31,male,2,own,no_account,no_account,929,24,furniture/equipment,good
26,female,1,own,little,moderate,1113,18,radio/TV,good
40,male,1,rent,quite rich,no_account,1597,10,car,good
23,female,2,rent,little,little,2511,15,car,good
27,male,3,free,little,little,1422,9,car,bad
32,male,2,own,no_account,no_account,7238,48,radio/TV,good
33,male,2,own,little,moderate,6403,24,radio/TV,good
24,female,2,free,little,moderate,5743,24,education,good
35,female,2,free,quite rich,no_account,5324,15,car,good
21,female,2,own,moderate,no_account,10144,60,radio/TV,good
67,female,2,own,little,moderate,3872,18,repairs,good
25,male,2,own,no_account,no_account,999,24,radio/TV,good
34,female,3,own,little,moderate,1501,9,education,bad
29,female,2,rent,rich,moderate,7758,24,car,good
46,male,1,rent,no_account,no_account,730,7,radio/TV,good
54,female,2,rent,little,moderate,7432,36,car,good
30,male,3,own,little,no_account,1820,18,car,good
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good
26,male,2,own,little,moderate,1424,12,domestic appliances,good
33,male,2,own,little,no_account,5150,24,furniture/equipment,good
47,male,2,own,little,no_account,3422,18,furniture/equipment,good
50,male,2,own,no_account,moderate,1537,15,radio/TV,good
24,female,2,rent,little,little,652,12,furniture/equipment,good
36,male,2,own,no_account,no_account,6742,30,radio/TV,good
21,female,2,own,no_account,no_account,886,12,radio/TV,good
23,female,2,own,no_account,no_account,996,12,repairs,good
33,male,2,own,rich,no_account,1543,6,furniture/equipment,good
41,male,1,own,little,little,662,6,car,good
24,female,1,rent,moderate,no_account,1568,18,business,good
52,female,3,free,no_account,no_account,2133,12,car,good
29,female,0,own,no_account,moderate,3990,36,domestic appliances,good
44,male,2,own,little,little,1553,18,furniture/equipment,bad
47,male,1,own,little,no_account,2538,24,car,bad
36,male,3,rent,no_account,moderate,7057,20,car,good
35,male,1,own,rich,moderate,1941,18,business,good
43,male,1,own,little,little,1344,12,car,good
31,female,1,own,little,no_account,1736,12,furniture/equipment,good
23,female,2,own,little,little,448,6,education,bad
39,male,1,own,little,little,3398,8,car,good
33,male,2,own,little,no_account,6070,18,radio/TV,good
26,male,2,own,little,moderate,1201,24,car,good
52,male,2,own,little,no_account,3077,12,radio/TV,good
26,male,1,own,little,moderate,625,12,radio/TV,good
31,male,2,free,little,no_account,6110,48,education,good
27,female,2,own,little,no_account,1449,9,business,good
39,male,1,own,little,no_account,426,6,radio/TV,good
33,male,2,rent,little,little,950,15,car,bad
46,male,3,own,no_account,no_account,2476,21,car,good
33,male,2,own,moderate,little,2359,24,furniture/equipment,bad
20,male,2,own,moderate,little,674,12,radio/TV,bad
44,female,1,rent,little,rich,1881,12,radio/TV,good
43,male,2,own,little,moderate,4057,24,furniture/equipment,bad
38,male,2,free,no_account,moderate,6681,48,business,good
24,female,2,rent,no_account,little,1275,15,domestic appliances,bad
31,male,2,rent,little,little,3161,24,business,bad
39,male,1,own,little,no_account,7228,11,car,good
37,male,1,own,little,moderate,2118,9,radio/TV,good
50,male,2,free,little,moderate,6224,48,education,bad
64,female,2,own,moderate,no_account,1409,13,radio/TV,good
40,male,1,own,little,little,3939,11,car,good
27,male,2,own,little,little,4020,24,furniture/equipment,good
23,female,0,rent,quite rich,moderate,3758,24,radio/TV,good
54,male,2,own,little,little,1409,12,car,good
46,male,2,free,little,little,3931,48,car,bad
54,male,3,own,rich,no_account,4591,24,business,bad
39,female,1,own,rich,little,666,6,car,good
74,female,3,free,little,moderate,5129,9,car,bad
53,male,2,own,quite rich,no_account,2835,24,furniture/equipment,good
35,male,2,own,little,no_account,2346,24,car,good
31,male,1,own,little,no_account,1546,10,car,good
33,male,2,own,little,moderate,1245,18,radio/TV,bad
38,male,1,own,little,little,2171,12,car,good
21,male,2,rent,moderate,moderate,3031,45,radio/TV,bad
27,male,2,own,no_account,moderate,3711,36,education,good
28,male,2,rent,little,moderate,3617,12,furniture/equipment,good
22,female,2,own,little,moderate,1670,9,radio/TV,bad
23,female,1,rent,little,little,6229,36,furniture/equipment,bad
24,female,2,own,little,little,4272,20,furniture/equipment,good
45,male,3,own,little,no_account,6761,6,car,good
31,male,2,own,little,moderate,1935,24,business,bad
25,female,2,rent,little,moderate,1295,12,car,bad
37,male,1,own,no_account,rich,1344,24,car,bad
26,female,2,own,little,no_account,2764,33,business,good
51,male,2,own,no_account,no_account,3342,36,radio/TV,good
45,male,3,own,moderate,no_account,8588,39,car,good
28,female,2,own,quite rich,no_account,1376,24,radio/TV,good
22,male,2,own,quite rich,little,2483,24,furniture/equipment,good
25,female,1,own,little,rich,2327,15,radio/TV,bad
30,male,3,own,little,little,1823,24,radio/TV,bad
34,male,2,own,little,no_account,2320,18,radio/TV,good
36,male,2,own,little,little,1721,15,car,good
34,male,1,own,little,rich,2864,18,furniture/equipment,bad
65,male,2,free,little,little,2600,18,radio/TV,bad
57,male,1,rent,no_account,no_account,1264,12,business,good
25,male,2,own,little,no_account,1258,24,business,good
48,male,1,own,little,moderate,1743,24,radio/TV,good
74,male,1,own,little,no_account,3448,5,business,good
36,male,2,own,quite rich,no_account,1262,15,domestic appliances,good
45,male,1,own,no_account,no_account,1287,10,car,good
48,male,3,own,no_account,moderate,12204,48,business,good
29,male,2,own,little,little,6887,36,education,bad
51,male,1,free,quite rich,no_account,2507,9,car,good
38,male,3,own,no_account,no_account,2859,12,car,good
27,male,3,own,little,moderate,14027,60,car,bad
29,male,2,rent,no_account,no_account,7166,42,radio/TV,good
26,male,1,own,little,moderate,590,6,radio/TV,good
24,female,2,own,little,moderate,2150,30,car,bad
55,female,2,own,little,little,1603,24,radio/TV,good
46,male,2,own,little,rich,1343,6,car,good
32,male,1,free,little,little,1442,18,car,bad
40,female,2,own,rich,moderate,1322,11,car,good
19,female,1,rent,rich,moderate,983,12,furniture/equipment,good
64,female,2,own,little,no_account,1364,10,car,good
25,male,2,own,little,little,975,15,furniture/equipment,good
41,male,1,own,quite rich,no_account,2580,21,business,bad
33,male,2,rent,little,little,2235,20,car,bad
43,male,2,own,moderate,little,1203,6,car,good
27,male,2,own,little,moderate,3652,21,business,good
25,male,2,own,little,rich,5152,24,radio/TV,good
26,female,1,rent,little,little,3599,21,furniture/equipment,good
30,male,2,own,little,little,2121,12,car,good
65,female,0,own,little,no_account,1098,18,radio/TV,good
45,female,1,own,no_account,no_account,3835,36,radio/TV,good
25,female,2,rent,little,little,1882,18,radio/TV,bad
30,male,2,free,moderate,moderate,2862,36,car,good
25,female,2,own,little,little,3509,18,radio/TV,good
41,male,2,own,little,moderate,6361,18,furniture/equipment,good
28,female,2,rent,quite rich,moderate,4113,24,car,bad
34,male,2,own,little,no_account,1950,18,business,good
30,male,2,own,little,moderate,1056,18,car,bad
23,female,2,own,moderate,no_account,3488,24,car,good
19,female,2,rent,little,no_account,1980,9,furniture/equipment,bad
63,male,2,own,little,little,2957,24,car,good
30,female,3,own,little,moderate,4795,36,radio/TV,good
57,female,3,rent,rich,little,1231,24,radio/TV,good
54,male,2,own,no_account,no_account,717,24,car,good
24,female,2,rent,rich,moderate,433,6,education,bad
53,male,2,free,little,little,4870,24,car,bad
24,female,1,rent,moderate,no_account,11590,48,car,bad
42,male,3,own,moderate,moderate,8086,36,car,bad
36,male,3,free,little,little,1940,18,radio/TV,good
24,male,2,own,little,little,9629,36,car,bad
31,male,1,own,little,moderate,1410,12,education,good
36,male,2,own,little,no_account,1542,12,business,good
33,female,2,own,no_account,no_account,1927,24,education,good
34,male,1,own,moderate,no_account,1743,6,business,good
23,female,1,rent,moderate,moderate,841,12,business,good
67,female,3,own,little,moderate,1199,9,education,good
32,male,2,own,little,little,1938,24,radio/TV,bad
29,male,2,own,no_account,no_account,3556,15,car,good
54,male,2,own,no_account,no_account,2255,24,car,good
31,male,2,own,no_account,rich,3148,24,radio/TV,good
26,female,2,rent,little,little,3114,18,furniture/equipment,bad
37,male,1,own,little,moderate,1922,12,furniture/equipment,bad
38,male,2,own,little,no_account,1924,10,radio/TV,good
31,male,3,own,little,no_account,2406,9,furniture/equipment,good
29,male,2,free,little,little,2149,12,radio/TV,bad
22,female,2,rent,little,little,1366,9,radio/TV,bad
24,female,1,own,little,little,626,12,radio/TV,bad
49,male,1,own,little,no_account,640,12,car,good
35,female,2,own,rich,no_account,1592,12,furniture/equipment,good
63,male,2,own,little,little,6836,60,business,bad
26,female,0,rent,little,moderate,1778,15,car,bad
51,male,2,own,little,moderate,4771,11,radio/TV,good
36,male,3,free,little,little,5302,18,car,good
28,male,2,own,little,no_account,9572,36,business,bad
61,male,1,own,little,no_account,1255,12,car,good
37,male,2,own,no_account,no_account,10222,48,radio/TV,good
23,male,2,free,little,little,1845,45,radio/TV,bad
37,male,2,own,no_account,no_account,7409,36,business,good
29,male,2,own,little,moderate,2629,20,vacation/others,good
36,male,2,own,quite rich,no_account,909,36,car,good
57,male,3,free,little,moderate,14318,36,car,bad
47,male,2,own,little,no_account,1393,12,education,good
24,male,1,rent,little,little,1546,24,radio/TV,bad
36,male,1,own,little,little,1374,6,furniture/equipment,good
28,female,2,own,moderate,moderate,2278,18,car,bad
20,female,2,rent,no_account,no_account,4675,12,car,good
25,female,2,own,no_account,no_account,2394,36,radio/TV,good
36,male,3,own,quite rich,moderate,2366,12,car,good
36,male,2,free,no_account,no_account,846,7,radio/TV,good
32,male,2,rent,moderate,moderate,11760,39,education,good
42,male,2,own,little,little,3446,36,furniture/equipment,bad
28,female,2,own,little,little,3660,24,radio/TV,good
27,male,2,own,little,little,1657,12,furniture/equipment,good
52,male,2,own,quite rich,no_account,936,9,education,good
36,male,2,own,no_account,no_account,3079,36,car,good
35,male,2,free,no_account,no_account,8858,48,car,good
23,male,2,rent,little,moderate,1534,12,radio/TV,bad
22,male,2,own,rich,moderate,1007,12,car,good
57,female,1,free,little,no_account,2748,12,education,good
31,female,3,own,quite rich,no_account,2782,21,car,good
35,male,2,own,quite rich,no_account,2397,24,radio/TV,bad
23,female,0,rent,quite rich,little,1352,6,car,good
40,female,2,own,quite rich,no_account,7678,36,furniture/equipment,good
49,male,2,own,no_account,no_account,2331,12,radio/TV,good
31,male,2,own,quite rich,no_account,3430,24,radio/TV,good
21,male,1,own,little,little,6568,24,business,good
29,male,2,own,moderate,moderate,1437,9,car,bad
26,male,3,own,little,no_account,4463,36,radio/TV,bad
22,male,1,own,little,moderate,454,6,repairs,good
