Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
23,male,2,own,moderate,no_account,3721,24,furniture/equipment,bad
18,male,2,own,moderate,no_account,1193,12,radio/TV,bad
34,female,1,rent,little,little,3057,12,radio/TV,good
33,male,2,own,little,moderate,6388,24,furniture/equipment,bad
28,male,2,free,no_account,little,9583,48,business,good
18,female,2,rent,no_account,no_account,1698,15,domestic appliances,bad
21,male,2,rent,little,no_account,4812,24,business,bad
29,male,1,own,little,no_account,11503,11,car,good
27,male,1,own,little,moderate,3988,9,radio/TV,good
40,male,2,free,little,little,10088,48,education,bad
54,female,2,own,moderate,no_account,2476,13,radio/TV,good
30,male,1,own,little,little,5988,11,car,good
18,male,2,own,little,no_account,5670,24,furniture/equipment,good
18,female,0,rent,quite rich,little,5432,24,radio/TV,good
44,male,2,own,little,little,2091,12,car,good
36,male,2,free,little,little,7628,48,car,bad
44,male,3,own,rich,little,6742,24,business,bad
29,female,1,own,rich,little,1155,6,car,good
64,female,3,free,little,no_account,7465,9,car,bad
43,male,2,own,quite rich,no_account,4959,24,furniture/equipment,good
25,male,2,own,little,little,3898,24,car,good
21,male,1,own,little,little,2435,10,car,good
23,male,2,own,little,little,1984,18,radio/TV,bad
28,male,1,own,little,no_account,3246,12,car,good
18,male,2,rent,moderate,little,5066,45,radio/TV,bad
18,male,2,own,no_account,little,5667,36,education,good
18,male,2,rent,little,little,5078,12,furniture/equipment,good
18,female,2,own,little,no_account,2331,9,radio/TV,bad
18,female,1,rent,little,little,10138,36,furniture/equipment,bad
18,female,2,own,little,no_account,7915,20,furniture/equipment,good
35,male,3,own,little,no_account,10991,6,car,good
21,male,2,own,little,no_account,3059,24,business,bad
18,female,2,rent,little,no_account,2131,12,car,bad
27,male,1,own,no_account,no_account,2431,24,car,bad
18,female,2,own,little,little,4519,33,business,good
41,male,2,own,no_account,no_account,5127,36,radio/TV,good
35,male,3,own,moderate,no_account,15261,39,car,good
18,female,2,own,quite rich,little,2296,24,radio/TV,good
18,male,2,own,quite rich,no_account,4583,24,furniture/equipment,good
18,female,1,own,little,little,3791,15,radio/TV,bad
20,male,3,own,little,no_account,2560,24,radio/TV,bad
24,male,2,own,little,no_account,3204,18,radio/TV,good
26,male,2,own,little,moderate,3208,15,car,good
24,male,1,own,little,moderate,5372,18,furniture/equipment,bad
55,male,2,free,little,no_account,4085,18,radio/TV,bad
47,male,1,rent,no_account,no_account,1945,12,business,good
18,male,2,own,little,no_account,2307,24,business,good
38,male,1,own,little,little,2480,24,radio/TV,good
64,male,1,own,little,moderate,5023,5,business,good
26,male,2,own,quite rich,no_account,2149,15,domestic appliances,good
35,male,1,own,no_account,little,1978,10,car,good
38,male,3,own,no_account,little,19516,48,business,good
19,male,2,own,little,moderate,10839,36,education,bad
41,male,1,free,quite rich,little,4147,9,car,good
28,male,3,own,no_account,little,5218,12,car,good
18,male,3,own,little,little,22647,60,car,bad
19,male,2,rent,no_account,little,12204,42,radio/TV,good
18,male,1,own,little,little,750,6,radio/TV,good
18,female,2,own,little,no_account,3423,30,car,bad
45,female,2,own,little,little,2349,24,radio/TV,good
36,male,2,own,little,moderate,1887,6,car,good
22,male,1,free,little,moderate,2105,18,car,bad
30,female,2,own,rich,little,2045,11,car,good
18,female,1,rent,rich,little,1717,12,furniture/equipment,good
54,female,2,own,little,no_account,1893,10,car,good
18,male,2,own,little,little,1565,15,furniture/equipment,good
31,male,1,own,quite rich,little,3928,21,business,bad
23,male,2,rent,little,rich,3459,20,car,bad
33,male,2,own,moderate,rich,2118,6,car,good
18,male,2,own,little,no_account,6158,21,business,good
18,male,2,own,little,little,9346,24,radio/TV,good
18,female,1,rent,little,no_account,5669,21,furniture/equipment,good
20,male,2,own,little,no_account,3157,12,car,good
55,female,0,own,little,little,1717,18,radio/TV,good
35,female,1,own,no_account,no_account,6285,36,radio/TV,good
18,female,2,rent,little,little,3064,18,radio/TV,bad
20,male,2,free,moderate,little,4083,36,car,good
18,female,2,own,little,no_account,5665,18,radio/TV,good
31,male,2,own,little,little,10410,18,furniture/equipment,good
18,female,2,rent,quite rich,little,8237,24,car,bad
24,male,2,own,little,moderate,3706,18,business,good
20,male,2,own,little,rich,1545,18,car,bad
18,female,2,own,moderate,no_account,5420,24,car,good
18,female,2,rent,little,moderate,2704,9,furniture/equipment,bad
53,male,2,own,little,rich,4452,24,car,good
20,female,3,own,little,little,7914,36,radio/TV,good
47,female,3,rent,rich,little,2207,24,radio/TV,good
44,male,2,own,no_account,little,1064,24,car,good
18,female,2,rent,rich,little,647,6,education,bad
43,male,2,free,little,no_account,6119,24,car,bad
18,female,1,rent,moderate,little,18242,48,car,bad
32,male,3,own,moderate,no_account,11563,36,car,bad
26,male,3,free,little,little,2940,18,radio/TV,good
18,male,2,own,little,little,14055,36,car,bad
21,male,1,own,little,moderate,2235,12,education,good
26,male,2,own,little,little,2034,12,business,good
23,female,2,own,no_account,little,2631,24,education,good
24,male,1,own,moderate,little,3383,6,business,good
18,female,1,rent,moderate,no_account,1172,12,business,good
57,female,3,own,little,no_account,1708,9,education,good
22,male,2,own,little,no_account,3670,24,radio/TV,bad
19,male,2,own,no_account,little,7342,15,car,good
44,male,2,own,no_account,little,3185,24,car,good
21,male,2,own,no_account,moderate,4851,24,radio/TV,good
18,female,2,rent,little,no_account,5153,18,furniture/equipment,bad
27,male,1,own,little,no_account,3607,12,furniture/equipment,bad
28,male,2,own,little,no_account,2775,10,radio/TV,good
21,male,3,own,little,no_account,3755,9,furniture/equipment,good
19,male,2,free,little,little,3706,12,radio/TV,bad
18,female,2,rent,little,little,2281,9,radio/TV,bad
18,female,1,own,little,no_account,964,12,radio/TV,bad
39,male,1,own,little,little,1010,12,car,good
25,female,2,own,rich,moderate,2197,12,furniture/equipment,good
53,male,2,own,little,no_account,10677,60,business,bad
18,female,0,rent,little,no_account,2769,15,car,bad
41,male,2,own,little,moderate,7811,11,radio/TV,good
26,male,3,free,little,no_account,8012,18,car,good
18,male,2,own,little,moderate,16037,36,business,bad
51,male,1,own,little,no_account,2211,12,car,good
27,male,2,own,no_account,moderate,16609,48,radio/TV,good
18,male,2,free,little,little,3056,45,radio/TV,bad
27,male,2,own,no_account,no_account,11917,36,business,good
19,male,2,own,little,no_account,4206,20,vacation/others,good
26,male,2,own,quite rich,little,1349,36,car,good
47,male,3,free,little,little,23634,36,car,bad
37,male,2,own,little,moderate,2207,12,education,good
18,male,1,rent,little,no_account,2991,24,radio/TV,bad
26,male,1,own,little,little,2544,6,furniture/equipment,good
18,female,2,own,moderate,little,3785,18,car,bad
18,female,2,rent,no_account,little,6909,12,car,good
18,female,2,own,no_account,little,3404,36,radio/TV,good
26,male,3,own,quite rich,moderate,4237,12,car,good
26,male,2,free,no_account,little,1389,7,radio/TV,good
22,male,2,rent,moderate,little,19719,39,education,good
32,male,2,own,little,no_account,4552,36,furniture/equipment,bad
18,female,2,own,little,little,6399,24,radio/TV,good
18,male,2,own,little,little,2772,12,furniture/equipment,good
42,male,2,own,quite rich,no_account,1331,9,education,good
26,male,2,own,no_account,no_account,4694,36,car,good
25,male,2,free,no_account,rich,14547,48,car,good
18,male,2,rent,little,no_account,2467,12,radio/TV,bad
18,male,2,own,rich,no_account,1564,12,car,good
47,female,1,free,little,no_account,4351,12,education,good
21,female,3,own,quite rich,moderate,4339,21,car,good
25,male,2,own,quite rich,no_account,3894,24,radio/TV,bad
18,female,0,rent,quite rich,rich,2482,6,car,good
30,female,2,own,quite rich,no_account,9132,36,furniture/equipment,good
39,male,2,own,no_account,moderate,3641,12,radio/TV,good
21,male,2,own,quite rich,little,5585,24,radio/TV,good
18,male,1,own,little,no_account,10820,24,business,good
19,male,2,own,moderate,little,2214,9,car,bad
18,male,3,own,little,no_account,5886,36,radio/TV,bad
18,male,1,own,little,no_account,750,6,repairs,good
